ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample
77,F,WHITE,43-47,9,,9,Specialized,High School Diploma,2,Property,1-2 years,10 or more,3,1,5 or more,5 or more,3,No,No,3 or more,2,No,3 or more,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,2,10 or more,0,0,95.75,0,0,0,0,.381201044386423,.9536553524804177,No,Yes,No,Yes,No,1
78,M,BLACK,33-37,5,No,9,Specialized,Less than HS diploma,1,Property,More than 3 years,8,5,1,2,4,5 or more,No,No,3 or more,4 or more,No,2,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,3,10 or more,3 or more,0,55.54545454545455,.1212121248245239,0,0,0,.6055646481178396,.5977905073649754,No,No,No,No,No,1
80,M,BLACK,33-37,12,No,5,Standard,High School Diploma,2,Property,1-2 years,6,4,1,2,2,1,No,No,1,2,No,1,1,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,0,1,0,1,33.47368421052632,0,0,0,0,.8789308176100629,.5742924528301887,No,No,No,No,No,1
81,M,BLACK,33-37,12,No,5,Standard,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,Yes,No,3 or more,4 or more,Yes,3 or more,1,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,2,32.2,0,0,0,0,.0124223602484472,1,No,Yes,Yes,No,No,0
82,M,BLACK,33-37,3,No,1,Standard,High School Diploma,1,Property,Greater than 2 to 3 years,10 or more,1,3 or more,4,0,5 or more,No,No,3 or more,3,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,3 or more,0,471.5,0,.5,0,0,0,0,No,Yes,Yes,No,No,1
83,M,WHITE,48 or older,12,No,10,Standard,At least some college,3 or more,Property,1-2 years,10 or more,6 or more,2,5 or more,1,5 or more,No,No,3 or more,2,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,4 or more,0,0,0,,,,,,1,1,No,Yes,Yes,No,No,0
84,M,BLACK,38-42,3,No,7,High,High School Diploma,0,Drug,Greater than 2 to 3 years,10 or more,2,2,2,5 or more,5 or more,No,Yes,2,2,Yes,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,4,0,1,69.3,0,0,0,0,.227994227994228,.5270562770562771,No,No,No,No,No,1
85,F,BLACK,33-37,3,,1,,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,1
86,M,WHITE,43-47,14,No,6,High,High School Diploma,0,Drug,1-2 years,9,6 or more,1,3,3,5 or more,No,No,2,4 or more,No,2,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,0,37.25,0,0,0,0,1,1.634228187919463,No,Yes,No,No,Yes,1
87,M,WHITE,28-32,14,No,5,Standard,High School Diploma,0,Drug,Less than 1 year,7,6 or more,1,4,2,1,No,No,2,4 or more,No,2,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,2,132.3333333333333,0,0,0,0,1,.9200251889168766,No,No,No,No,No,0
88,F,BLACK,33-37,3,,7,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,No,No,3 or more,2,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,2,185.5,0,0,0,0,.8598382749326146,.9845013477088949,No,Yes,No,Yes,No,1
89,M,BLACK,33-37,4,No,6,High,High School Diploma,1,Drug,1-2 years,10 or more,6 or more,2,5 or more,2,5 or more,Yes,No,3 or more,4 or more,No,2,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,372.75,0,0,0,0,.0717639168343394,.2449698189134809,No,Yes,No,Yes,No,0
90,M,BLACK,43-47,3,No,1,High,High School Diploma,3 or more,Drug,1-2 years,7,6 or more,3 or more,0,4,4,No,Yes,1,1,No,0,2 or more,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,6,3 or more,0,33.04545454545455,.0454545468091965,0,0,0,.8940852819807428,1.004814305364512,No,No,No,No,No,1
91,M,WHITE,33-37,4,No,9,Standard,High School Diploma,1,Property,1-2 years,8,5,0,5 or more,2,3,No,No,2,2,No,3 or more,0,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,6,0,1,33.15,0,0,0,0,.8763197586726998,.5509049773755657,No,No,No,No,No,1
92,M,BLACK,38-42,3,No,5,Standard,Less than HS diploma,2,Drug,Less than 1 year,10 or more,6 or more,2,1,1,5 or more,No,Yes,0,3,Yes,0,0,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,25.6,0,0,0,0,.2890625,.951171875,No,Yes,No,No,Yes,1
93,M,WHITE,33-37,16,No,4,Standard,High School Diploma,2,Other,Less than 1 year,6,2,1,1,0,2,No,Yes,1,1,No,1,0,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,10 or more,0,0,34.2,.0666666701436043,0,0,0,.6510721247563352,1.423976608187135,No,Yes,No,No,Yes,1
94,M,WHITE,28-32,6,No,6,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,2,4,4,5 or more,No,Yes,1,4 or more,No,2,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,7.857142857142857,0,0,0,0,1,1,No,Yes,Yes,No,No,1
95,M,BLACK,33-37,6,No,6,High,Less than HS diploma,0,,1-2 years,10 or more,1,2,1,5 or more,1,No,No,3 or more,0,Yes,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,0,1,45.85714285714285,.0714285746216774,0,0,0,1,.5689252336448598,No,Yes,No,No,Yes,1
96,M,WHITE,43-47,14,No,10,Specialized,High School Diploma,0,Property,1-2 years,10 or more,6 or more,0,5 or more,2,5 or more,Yes,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,0,2,137.2222222222222,0,0,0,0,.1530364372469636,.295748987854251,No,Yes,Yes,No,No,1
97,F,WHITE,28-32,4,,10,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,0,4,2,5 or more,No,No,2,3,No,3 or more,2 or more,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,4 or more,10 or more,0,0,30.6,.1000000014901161,.2000000029802322,0,.1000000014901161,.173202614379085,2,No,No,No,No,No,1
98,M,WHITE,33-37,24,No,8,High,High School Diploma,0,Other,1-2 years,6,5,0,0,5 or more,3,No,Yes,2,3,No,0,2 or more,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,0,6,0,0,40.25,0,0,0,0,1,3,No,Yes,Yes,No,No,0
99,M,WHITE,48 or older,5,No,6,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,0,5 or more,0,3,No,No,2,4 or more,No,3 or more,0,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
100,M,WHITE,48 or older,11,No,6,Specialized,High School Diploma,1,Drug,More than 3 years,10 or more,6 or more,2,0,5 or more,5 or more,No,Yes,3 or more,4 or more,No,0,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,3,5,0,1,43.57142857142857,0,0,0,0,0,0,No,No,No,No,No,1
101,F,BLACK,33-37,12,,5,Standard,At least some college,0,Property,Less than 1 year,4,2,0,3,0,3,No,No,2,1,No,2,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,38.4,0,0,0,0,1,.951171875,No,No,No,No,No,1
102,M,WHITE,48 or older,17,No,3,Standard,High School Diploma,2,Drug,Less than 1 year,9,5,1,4,5 or more,2,No,No,3 or more,3,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,1,23.73333333333333,0,0,0,0,1,1,No,Yes,No,Yes,No,0
103,M,WHITE,38-42,16,No,4,Standard,Less than HS diploma,3 or more,,Less than 1 year,5,2,3 or more,0,3,1,Yes,No,3 or more,1,Yes,0,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,,,,,,0,0,No,Yes,No,No,Yes,0
104,M,BLACK,33-37,6,No,8,High,High School Diploma,2,Violent/Non-Sex,Greater than 2 to 3 years,7,6 or more,2,3,0,5 or more,No,No,1,2,Yes,1,0,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,0,0,0,1,164.2,.1000000014901161,0,0,0,.97442143727162,.444884287454324,No,No,No,No,No,1
105,F,BLACK,43-47,11,,6,High,Less than HS diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,2,5 or more,2,2,No,No,3 or more,2,Yes,3 or more,2 or more,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,1,23,0,.5,0,0,.6739130434782609,1,Yes,Yes,No,Yes,No,0
106,M,WHITE,43-47,17,No,2,Standard,High School Diploma,3 or more,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,1,95.33333333333333,0,0,0,0,1,1,No,Yes,No,Yes,No,0
107,F,WHITE,38-42,16,,8,Standard,Less than HS diploma,0,Drug,Less than 1 year,10 or more,6 or more,2,4,3,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,2,4,2,1,24.73333333333333,0,0,0,0,0,0,No,No,No,No,No,0
108,M,BLACK,48 or older,6,No,4,Standard,High School Diploma,3 or more,,1-2 years,3,1,0,0,4,0,No,No,2,1,Yes,0,2 or more,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,0,0,0,1,117,0,0,0,0,0,0,No,No,No,No,No,1
109,F,WHITE,43-47,16,,10,Specialized,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,1,5 or more,2,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,No,No,No,No,No,No,No,0,2,0,1,142.4285714285714,0,0,.1428571492433548,0,.4593781344032096,.3663490471414243,Yes,Yes,No,Yes,No,1
110,M,BLACK,48 or older,11,No,4,Standard,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,5 or more,3,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,0,0,0,1,66.8,0,0,0,0,.3952095808383234,1,No,Yes,Yes,No,No,1
111,M,WHITE,33-37,17,No,6,High,High School Diploma,1,,1-2 years,10 or more,6 or more,2,1,5 or more,5 or more,No,No,3 or more,4 or more,Yes,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,3 or more,64.2,0,0,.0666666701436043,0,.4735202492211838,.3792834890965732,No,Yes,No,Yes,No,1
112,M,BLACK,38-42,21,No,10,Specialized,At least some college,0,Property,1-2 years,10 or more,1,0,5 or more,0,1,No,No,3 or more,1,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,No,No,Yes,1
113,M,WHITE,33-37,25,Yes,10,Specialized,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,1,5 or more,2,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,2,3 or more,3 or more,36.75,.375,0,.125,0,0,0,No,Yes,Yes,No,No,1
114,M,BLACK,43-47,5,No,3,,High School Diploma,1,Drug,Greater than 2 to 3 years,10 or more,6 or more,0,1,5 or more,5 or more,No,No,3 or more,4 or more,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,0,0,0,0,115.375,0,0,0,0,.2751895991332611,.7914409534127844,No,No,No,No,No,1
115,M,WHITE,38-42,12,Yes,8,High,Less than HS diploma,0,Property,Less than 1 year,10 or more,5,3 or more,5 or more,0,5 or more,No,No,3 or more,2,Yes,3 or more,0,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4 or more,0,0,2,,,,,,0,0,No,Yes,No,No,Yes,1
116,M,WHITE,48 or older,16,No,8,,Less than HS diploma,3 or more,,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,Yes,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,2,19.66666666666667,0,0,0,0,1,2,No,No,No,No,No,1
117,M,BLACK,48 or older,16,No,4,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,4,Yes,Yes,3 or more,1,Yes,3 or more,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,2,121.75,0,0,0,0,.1591375770020534,.375,Yes,Yes,Yes,No,No,1
118,M,WHITE,48 or older,2,No,2,Standard,Less than HS diploma,3 or more,Drug,1-2 years,4,6 or more,2,0,2,5 or more,No,Yes,3 or more,4 or more,Yes,0,2 or more,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0,4,0,1,50.73333333333333,0,0,.0333333350718021,0,.4848883048620237,.2399802890932983,No,Yes,No,No,Yes,0
119,M,BLACK,48 or older,16,No,1,Standard,Less than HS diploma,0,Drug,Less than 1 year,9,6 or more,3 or more,3,3,5 or more,No,No,2,4 or more,No,0,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,.3183760683760684,.7804487179487181,Yes,No,No,No,No,1
120,M,WHITE,48 or older,10,No,3,Standard,High School Diploma,1,Drug,Less than 1 year,10 or more,3,2,2,3,2,Yes,No,3 or more,2,Yes,1,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,1,0,0,1,10.1,0,0,0,0,.8118811881188119,2,No,Yes,Yes,No,No,0
121,M,BLACK,38-42,5,No,,,At least some college,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,9,6 or more,2,5 or more,1,5 or more,Yes,Yes,3 or more,4 or more,Yes,3 or more,1,No,No,No,Yes,No,No,No,No,No,No,No,No,0,0,1,1,14.375,0,0,0,0,.6173913043478261,1,No,No,No,No,No,1
122,M,BLACK,33-37,3,No,5,,High School Diploma,3 or more,,1-2 years,5,6 or more,0,2,4,5 or more,No,No,2,4 or more,No,1,2 or more,Yes,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,.8153846153846154,.6243589743589744,No,No,No,No,No,1
123,M,BLACK,28-32,5,No,9,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,10 or more,6 or more,3 or more,4,3,5 or more,Yes,Yes,1,4 or more,No,2,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0,0,0,1,74.83333333333333,0,0,0,0,.6659242761692651,1.626948775055679,No,Yes,No,Yes,No,0
124,M,WHITE,33-37,22,No,10,Specialized,High School Diploma,0,Other,Greater than 2 to 3 years,10 or more,5,1,5 or more,2,3,No,Yes,1,3,Yes,3 or more,2 or more,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,0,0,0,3 or more,55.57894736842105,0,0,.0526315793395042,0,1,1.383522727272727,Yes,Yes,No,No,Yes,1
125,M,WHITE,48 or older,1,No,6,High,High School Diploma,2,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,0,0,1,,0,0,0,0,0,0,No,No,No,No,No,1
126,M,WHITE,33-37,11,Yes,10,Specialized,High School Diploma,3 or more,Property,Greater than 2 to 3 years,8,6 or more,0,5 or more,1,2,No,No,3 or more,2,No,3 or more,1,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,0,7,3 or more,3 or more,47.93333333333333,.2000000029802322,0,0,0,.9707927677329624,.5079972183588317,No,Yes,No,No,Yes,1
127,F,WHITE,38-42,16,,6,High,At least some college,3 or more,Drug,1-2 years,9,4,1,3,4,3,No,No,3 or more,1,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,9,0,0,48.55555555555556,0,0,0,0,1,1.67162471395881,No,No,No,No,No,1
128,M,WHITE,48 or older,16,No,5,High,High School Diploma,1,Property,More than 3 years,6,4,1,5 or more,0,0,Yes,No,3 or more,4 or more,Yes,3 or more,0,No,Yes,No,Yes,No,No,No,No,No,No,No,No,4 or more,5,0,2,37.32142857142857,0,.0357142873108387,.0357142873108387,0,.4114832535885167,.6990430622009569,No,Yes,No,Yes,No,1
129,M,WHITE,33-37,16,No,6,Standard,High School Diploma,3 or more,Property,Less than 1 year,6,6 or more,0,3,3,5 or more,No,No,1,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,2,6,3 or more,3 or more,80.59999999999999,0,0,.2000000029802322,0,.109181141439206,.9063275434243175,No,Yes,Yes,No,No,1
130,M,WHITE,33-37,16,No,6,Standard,High School Diploma,2,Other,Greater than 2 to 3 years,10 or more,6 or more,1,3,4,5 or more,No,No,3 or more,4 or more,No,1,2 or more,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0,5,1,1,10.4,0,0,0,0,1,2,No,Yes,Yes,No,No,1
131,F,BLACK,43-47,5,,8,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,1,2,1,0,0,2,No,No,1,0,Yes,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,4,0,0,40,0,0,0,0,0,0,No,Yes,No,Yes,No,1
132,M,WHITE,33-37,15,Yes,4,Standard,Less than HS diploma,3 or more,Drug,Less than 1 year,10 or more,6 or more,3 or more,5 or more,5 or more,5 or more,No,No,3 or more,4 or more,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,3,1,0,0,,,,,,0,0,No,Yes,Yes,No,No,0
133,F,WHITE,48 or older,12,,10,Specialized,At least some college,0,,1-2 years,10 or more,6 or more,1,5 or more,5 or more,3,No,Yes,3 or more,4 or more,No,3 or more,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,0,10 or more,0,1,81.60869565217391,0,0,0,0,.4571124134256793,.3891848694725626,Yes,Yes,No,Yes,No,1
134,F,BLACK,33-37,16,,8,Specialized,Less than HS diploma,3 or more,Property,1-2 years,9,4,0,5 or more,1,5 or more,No,No,3 or more,4 or more,No,3 or more,1,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,2,3 or more,19.76,0,.0799999982118607,0,0,.742914979757085,.7393724696356275,Yes,No,No,No,No,1
135,F,WHITE,38-42,23,,10,Specialized,High School Diploma,0,Drug,More than 3 years,10 or more,6 or more,0,5 or more,1,2,No,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,0,3,0,1,123.0555555555556,0,0,0,0,.2966139954853273,.1648984198645598,No,Yes,No,No,Yes,1
136,M,WHITE,38-42,16,No,6,Specialized,High School Diploma,0,,More than 3 years,7,3,0,0,4,5 or more,No,Yes,3 or more,1,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,10 or more,0,3 or more,9.752212389380531,0,0,0,0,1,2.320099818511797,No,No,No,No,No,0
137,M,WHITE,33-37,12,No,5,Standard,Less than HS diploma,3 or more,Property,Less than 1 year,5,5,1,2,1,5 or more,Yes,No,2,2,No,2,1,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,1,2,No,Yes,Yes,No,No,1
138,M,WHITE,33-37,24,No,4,Standard,High School Diploma,2,Drug,Less than 1 year,7,6 or more,0,2,4,5 or more,No,Yes,3 or more,4 or more,No,1,2 or more,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,0,0,0,3 or more,,,,,,1,.9766042780748664,No,Yes,No,Yes,No,0
139,M,WHITE,33-37,6,No,8,High,High School Diploma,0,Other,More than 3 years,7,5,0,0,5 or more,5 or more,No,No,2,2,No,0,2 or more,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,2,0,0,0,13.6,0,0,0,0,1,2,No,Yes,Yes,No,No,1
140,M,WHITE,38-42,22,No,10,Specialized,Less than HS diploma,0,Property,Less than 1 year,8,6 or more,1,5 or more,2,5 or more,No,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,3,0,3 or more,0,68.875,.125,0,.125,0,0,0,No,No,No,No,No,0
141,F,WHITE,43-47,16,,9,Specialized,High School Diploma,3 or more,Drug,Greater than 2 to 3 years,6,4,0,1,2,4,No,No,3 or more,2,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,2,10 or more,3 or more,3 or more,3.152317880794702,.022075055167079,0,.0088300220668316,.0066225165501237,1,.7673319327731092,No,No,No,No,No,1
142,M,BLACK,33-37,5,No,,,High School Diploma,3 or more,Drug,Less than 1 year,6,4,1,0,5 or more,5 or more,No,No,1,2,No,0,2 or more,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
143,M,BLACK,48 or older,16,No,6,,High School Diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,4,5 or more,Yes,No,3 or more,2,No,3 or more,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,0,10 or more,3 or more,0,,,,,,0,0,Yes,Yes,Yes,No,No,1
144,M,BLACK,48 or older,8,No,4,,Less than HS diploma,0,Property,Greater than 2 to 3 years,10 or more,3,0,5 or more,3,5 or more,No,No,3 or more,2,No,3 or more,2 or more,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,383.5,0,0,0,0,1,.952411994784876,No,No,No,No,No,1
145,M,WHITE,43-47,14,No,5,Standard,At least some college,1,Violent/Non-Sex,More than 3 years,5,6 or more,3 or more,3,0,2,Yes,Yes,2,1,Yes,1,0,No,No,No,No,No,No,No,No,No,No,No,No,0,7,0,0,45.08333333333334,0,0,0,0,.9242144177449169,1.350277264325324,No,Yes,No,Yes,No,1
146,M,WHITE,38-42,17,No,8,High,High School Diploma,0,Property,Less than 1 year,10 or more,6 or more,1,5 or more,1,5 or more,No,No,3 or more,3,No,3 or more,0,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,1,2,No,No,No,No,No,1
147,M,WHITE,33-37,14,No,3,Standard,At least some college,3 or more,Drug,Less than 1 year,4,4,1,1,2,0,No,No,0,3,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,2,6,0,0,10.48148148148148,0,0,.0370370373129845,0,1,2,No,Yes,No,No,Yes,0
148,F,WHITE,38-42,16,,3,Standard,High School Diploma,0,Property,Less than 1 year,10 or more,3,1,5 or more,0,5 or more,No,No,3 or more,2,No,3 or more,0,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,1,13.39024390243902,0,0,0,0,0,0,Yes,Yes,No,Yes,No,1
149,M,BLACK,28-32,8,No,7,High,High School Diploma,1,,More than 3 years,10 or more,6 or more,0,0,5 or more,4,No,Yes,3 or more,3,No,0,2 or more,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0,7,1,2,75.90909090909091,0,0,0,0,1,1.749700598802395,No,No,No,No,No,1
150,M,WHITE,28-32,3,No,6,Specialized,Less than HS diploma,3 or more,Violent/Sex,More than 3 years,6,6 or more,2,2,3,5 or more,No,Yes,1,2,No,0,1,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,4 or more,7,3 or more,3 or more,35.75,0,0,0,0,.7132867132867133,1,No,Yes,Yes,No,No,0
151,M,BLACK,33-37,4,Yes,5,Standard,Less than HS diploma,1,Violent/Non-Sex,More than 3 years,6,5,2,2,2,5 or more,No,No,3 or more,1,Yes,1,1,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4 or more,4,0,0,,.25,0,0,0,0,0,No,No,No,No,No,1
152,M,BLACK,33-37,4,No,4,Standard,High School Diploma,0,Drug,More than 3 years,3,0,0,0,2,1,No,Yes,2,1,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,10 or more,1,0,,.0500000007450581,0,0,0,,,No,No,No,No,No,1
153,M,BLACK,48 or older,4,No,2,Specialized,Less than HS diploma,0,Property,More than 3 years,10 or more,6 or more,2,5 or more,1,5 or more,No,No,3 or more,2,Yes,3 or more,0,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,3,0,0,0,17.3,.0500000007450581,0,0,0,.3294797687861272,1,No,No,No,No,No,1
154,M,WHITE,48 or older,4,No,6,High,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,2,5 or more,2,5 or more,Yes,No,0,4 or more,Yes,0,0,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,0,1,0,2,231,0,0,0,.3333333432674408,0,0,No,Yes,Yes,No,No,0
155,M,BLACK,38-42,4,Yes,5,High,High School Diploma,3 or more,Other,Less than 1 year,7,6 or more,3 or more,2,2,5 or more,Yes,Yes,3 or more,4 or more,Yes,1,1,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,0,10 or more,3 or more,0,70.2,.2000000029802322,.4000000059604645,0,0,.5555555555555556,2,No,Yes,No,Yes,No,1
156,M,WHITE,33-37,4,No,5,Standard,High School Diploma,3 or more,Drug,Less than 1 year,8,6 or more,3 or more,3,3,5 or more,No,Yes,2,4 or more,Yes,1,1,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
157,M,WHITE,48 or older,3,No,7,High,Less than HS diploma,3 or more,Property,1-2 years,10 or more,6 or more,2,3,0,5 or more,No,No,3 or more,4 or more,Yes,1,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,246.4,0,0,0,0,.9959415584415584,.2964691558441558,No,No,No,No,No,0
158,M,BLACK,48 or older,4,No,3,,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,5 or more,2,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,1,10 or more,1,0,208.75,0,0,0,0,1,1.312275449101796,No,Yes,No,Yes,No,1
